6396,-0.051147
8þESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce2820,len:0x158c
load:0x403c8700,len:0xd24
load:0x403cb700,len:0x2f34
entry 0x403c8924
I (24) boot: ESP-IDF -128-NOTFOUND 2nd stage bootloader
I (25) boot: compile time Apr 20 2026 11:22:55
I (25) boot: Multicore bootloader
I (26) boot: chip revision: v0.2
I (28) boot: efuse block revision: v1.3
I (32) boot.esp32s3: Boot SPI Speed : 80MHz
I (36) boot.esp32s3: SPI Mode       : DIO
I (39) boot.esp32s3: SPI Flash Size : 8MB
I (43) boot: Enabling RNG early entropy source...
I (48) boot: Partition Table:
I (50) boot: ## Label            Usage          Type ST Offset   Length
I (57) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (63) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (70) boot:  2 factory          factory app      00 00 00010000 00100000
I (76) boot: End of partition table
I (80) esp_image: segment 0: paddr=00010020 vaddr=3c020020 size=0e8a4h ( 59556) map
I (97) esp_image: segment 1: paddr=0001e8cc vaddr=3fc94e00 size=0174ch (  5964) load
I (99) esp_image: segment 2: paddr=00020020 vaddr=42000020 size=1c920h (117024) map
I (122) esp_image: segment 3: paddr=0003c948 vaddr=3fc9654c size=01634h (  5684) load
I (124) esp_image: segment 4: paddr=0003df84 vaddr=40374000 size=10d20h ( 68896) load
I (141) esp_image: segment 5: paddr=0004ecac vaddr=50000000 size=00020h (    32) load
I (148) boot: Loaded app from partition at offset 0x10000
I (148) boot: Disabling RNG early entropy source...
I (159) cpu_start: Multicore app
I (167) cpu_start: GPIO 44 and 43 are used as console UART I/O pins
I (168) cpu_start: Pro cpu start user code
I (168) cpu_start: cpu freq: 160000000 Hz
I (170) app_init: Application information:
I (174) app_init: Project name:     ESP32_IMU_setup_NEW
I (178) app_init: App version:      1f31e4c-dirty
I (183) app_init: Compile time:     May  4 2026 14:46:09
I (188) app_init: ELF file SHA256:  f766d0f00...
I (192) app_init: ESP-IDF:          -128-NOTFOUND
I (197) efuse_init: Min chip rev:     v0.0
I (201) efuse_init: Max chip rev:     v0.99 
I (205) efuse_init: Chip rev:         v0.2
I (208) heap_init: Initializing. RAM available for dynamic allocation:
I (215) heap_init: At 3FC9E2D0 len 0004B440 (301 KiB): RAM
I (220) heap_init: At 3FCE9710 len 00005724 (21 KiB): RAM
I (225) heap_init: At 3FCF0000 len 00008000 (32 KiB): DRAM
I (230) heap_init: At 600FE000 len 00001FE8 (7 KiB): RTCRAM
I (236) spi_flash: detected chip: gd
I (239) spi_flash: flash io: dio
I (242) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (248) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (255) coexist: coex firmware version: 7260f71
I (259) coexist: coexist rom version e7ae62f
I (263) main_task: Started on CPU0
I (286) main_task: Calling app_main()
I (286) MAIN: Starter IMU drift-test
I (3560) main_task: Returned from app_main()
t_us,ax_raw,ay_raw,az_raw,ax_corr,ay_corr,az_corr,acc_mag,acc_dynamic,gx_raw,gy_raw,gz_raw,gx_corr,gy_corr,gz_corr
453216379,12902,-411,-10125,0.090502,-0.007735,9.740122,9.740545,-0.069455,1,-9,-6,0.042725,-0.127930,-0.114380
453226182,12914,-383,-10116,0.097687,0.009030,9.745510,9.746004,-0.063996,0,-6,-6,-0.018311,0.055176,-0.114380
453235908,12905,-408,-10085,0.092298,-0.005939,9.764072,9.764510,-0.045490,3,-9,-4,0.164795,-0.127930,0.007690
453245624,12907,-376,-10131,0.093495,0.013222,9.736528,9.736986,-0.073014,-1,-5,-1,-0.079346,0.116211,0.190796
453255359,12885,-385,-10133,0.080323,0.007833,9.735332,9.735666,-0.074334,0,-7,-4,-0.018311,-0.005859,0.007690
453265075,12869,-395,-10102,0.070743,0.001845,9.753893,9.754149,-0.055851,2,-6,-3,0.103760,0.055176,0.068726
453274620,12904,-399,-10099,0.091699,-0.000550,9.755690,9.756121,-0.053880,3,-8,-1,0.164795,-0.066895,0.190796
453284335,12892,-389,-10134,0.084514,0.005438,9.734733,9.735101,-0.074900,2,-7,-2,0.103760,-0.005859,0.129761
453293975,12872,-419,-10106,0.072539,-0.012525,9.751497,9.751775,-0.058226,2,-9,-1,0.103760,-0.127930,0.190796
453303691,12883,-377,-10122,0.079125,0.012623,9.741918,9.742248,-0.067753,1,-11,-3,0.042725,-0.250000,0.068726
453313418,12909,-392,-10085,0.094693,0.003642,9.764072,9.764532,-0.045468,2,-7,-3,0.103760,-0.005859,0.068726
453323047,12858,-371,-10101,0.064157,0.016215,9.754492,9.754716,-0.055285,1,-9,-4,0.042725,-0.127930,0.007690
453332687,12900,-369,-10103,0.089304,0.017413,9.753294,9.753718,-0.056282,2,-7,-3,0.103760,-0.005859,0.068726
453342318,12889,-424,-10121,0.082718,-0.015519,9.742517,9.742880,-0.067121,-1,-6,-3,-0.079346,0.055176,0.068726
453352129,12888,-418,-10080,0.082119,-0.011926,9.767065,9.767418,-0.042583,0,-7,-7,-0.018311,-0.005859,-0.175415
453362018,12921,-426,-10127,0.101878,-0.016716,9.738924,9.739471,-0.070529,-1,-7,-4,-0.079346,-0.005859,0.007690
453371919,12891,-411,-10105,0.083916,-0.007735,9.752096,9.752460,-0.057540,3,-9,-2,0.164795,-0.127930,0.129761
453381635,12923,-398,-10117,0.103076,0.000049,9.744911,9.745457,-0.064544,2,-9,-2,0.103760,-0.127930,0.129761
453391275,12887,-378,-10104,0.081521,0.012024,9.752695,9.753043,-0.056957,3,-5,-4,0.164795,0.116211,0.007690
453400824,12898,-409,-10082,0.088107,-0.006537,9.765868,9.766268,-0.043733,4,-7,-3,0.225830,-0.005859,0.068726
453410544,12908,-405,-10084,0.094094,-0.004142,9.764670,9.765124,-0.044876,2,-10,-1,0.103760,-0.188965,0.190796
453420355,12871,-398,-10098,0.071940,0.000049,9.756289,9.756554,-0.053447,1,-6,-5,0.042725,0.055176,-0.053345
453429986,12881,-375,-10078,0.077928,0.013820,9.768263,9.768583,-0.041417,-1,-7,-5,-0.079346,-0.005859,-0.053345
453439875,12888,-406,-10115,0.082119,-0.004741,9.746109,9.746456,-0.063544,0,-10,0,-0.018311,-0.188965,0.251831
453449689,12891,-395,-10095,0.083916,0.001845,9.758084,9.758445,-0.051556,2,-8,-2,0.103760,-0.066895,0.129761
453459319,12875,-407,-10086,0.074336,-0.005340,9.763474,9.763758,-0.046243,-1,-7,-4,-0.079346,-0.005859,0.007690
453469218,12894,-419,-10110,0.085712,-0.012525,9.749104,9.749488,-0.060513,0,-8,-4,-0.018311,-0.066895,0.007690
453479021,12905,-410,-10103,0.092298,-0.007136,9.753294,9.753734,-0.056267,2,-8,-2,0.103760,-0.066895,0.129761
453488748,12873,-408,-10151,0.073138,-0.005939,9.724554,9.724831,-0.085170,4,-8,-4,0.225830,-0.066895,0.007690
453498463,12916,-382,-10113,0.098885,0.009629,9.747307,9.747813,-0.062187,0,-8,-3,-0.018311,-0.066895,0.068726
453508190,12865,-363,-10071,0.068348,0.021005,9.772454,9.772716,-0.037285,3,-7,-5,0.164795,-0.005859,-0.053345
453517906,12863,-404,-10109,0.067151,-0.003543,9.749701,9.749933,-0.060067,2,-7,-3,0.103760,-0.005859,0.068726
453527633,12873,-412,-10122,0.073138,-0.008334,9.741918,9.742196,-0.067804,2,-6,-3,0.103760,0.055176,0.068726
453537261,12888,-394,-10124,0.082119,0.002444,9.740721,9.741067,-0.068933,1,-11,-4,0.042725,-0.250000,0.007690
453546988,12878,-415,-10096,0.076132,-0.010130,9.757485,9.757788,-0.052213,-1,-6,-5,-0.079346,0.055176,-0.053345
453556877,12916,-357,-10127,0.098885,0.024598,9.738924,9.739457,-0.070543,2,-9,-1,0.103760,-0.127930,0.190796
453566518,12860,-400,-10103,0.065354,-0.001148,9.753294,9.753513,-0.056487,1,-8,-3,0.042725,-0.066895,0.068726
453576233,12891,-395,-10117,0.083916,0.001845,9.744911,9.745273,-0.064728,0,-7,-4,-0.018311,-0.005859,0.007690
453585960,12912,-428,-10117,0.096489,-0.017914,9.744911,9.745405,-0.064595,3,-6,-3,0.164795,0.055176,0.068726
453595589,12912,-423,-10131,0.096489,-0.014920,9.736528,9.737018,-0.072983,2,-7,-3,0.103760,-0.005859,0.068726
453605316,12890,-365,-10109,0.083317,0.019808,9.749701,9.750077,-0.059923,4,-9,-5,0.225830,-0.127930,-0.053345
453615031,12910,-379,-10092,0.095292,0.011425,9.759880,9.760352,-0.049648,1,-6,-2,0.042725,0.055176,0.129761
453624585,12874,-411,-10116,0.073737,-0.007735,9.745510,9.745792,-0.064208,-1,-8,-4,-0.079346,-0.066895,0.007690
453634474,12891,-392,-10074,0.083916,0.003642,9.770658,9.771020,-0.038980,1,-10,-3,0.042725,-0.188965,0.068726
453644201,12902,-424,-10102,0.090502,-0.015519,9.753893,9.754325,-0.055676,2,-9,-2,0.103760,-0.127930,0.129761
453653916,12892,-376,-10108,0.084514,0.013222,9.750300,9.750675,-0.059325,1,-10,-4,0.042725,-0.188965,0.007690
453663644,12880,-408,-10111,0.077329,-0.005939,9.748505,9.748813,-0.061188,3,-8,-2,0.164795,-0.066895,0.129761
453673359,12895,-416,-10129,0.086310,-0.010729,9.737726,9.738114,-0.071886,2,-7,-3,0.103760,-0.005859,0.068726
453683092,12920,-406,-10090,0.101279,-0.004741,9.761078,9.761604,-0.048396,1,-10,-2,0.042725,-0.188965,0.129761
453692888,12869,-413,-10097,0.070743,-0.008932,9.756886,9.757147,-0.052854,0,-8,-5,-0.018311,-0.066895,-0.053345
453702789,12906,-410,-10123,0.092897,-0.007136,9.741320,9.741765,-0.068235,1,-9,-6,0.042725,-0.127930,-0.114380
453712595,12891,-396,-10078,0.083916,0.001247,9.768263,9.768623,-0.041377,1,-7,-6,0.042725,-0.005859,-0.114380
453722321,12879,-423,-10118,0.076730,-0.014920,9.744312,9.744626,-0.065374,2,-8,-4,0.103760,-0.066895,0.007690
453732034,12897,-396,-10118,0.087508,0.001247,9.744312,9.744705,-0.065295,3,-8,-4,0.164795,-0.066895,0.007690
453741674,12880,-399,-10136,0.077329,-0.000550,9.733536,9.733843,-0.076158,3,-9,-2,0.164795,-0.127930,0.129761
453751390,12872,-376,-10144,0.072539,0.013222,9.728745,9.729025,-0.080976,0,-6,-5,-0.018311,0.055176,-0.053345
453761116,12887,-405,-10114,0.081521,-0.004142,9.746708,9.747049,-0.062951,2,-7,-1,0.103760,-0.005859,0.190796
453770833,12894,-402,-10094,0.085712,-0.002346,9.758683,9.759060,-0.050941,0,-8,-4,-0.018311,-0.066895,0.007690
453780646,12902,-392,-10080,0.090502,0.003642,9.767065,9.767485,-0.042516,1,-8,-3,0.042725,-0.066895,0.068726
453790274,12896,-403,-10121,0.086909,-0.002945,9.742517,9.742905,-0.067096,-1,-7,-5,-0.079346,-0.005859,-0.053345
453800262,12900,-362,-10080,0.089304,0.021604,9.767065,9.767497,-0.042503,-1,-8,-4,-0.079346,-0.066895,0.007690
453810073,12889,-415,-10091,0.082718,-0.010130,9.760479,9.760835,-0.049166,1,-7,-3,0.042725,-0.005859,0.068726
453819791,12906,-378,-10106,0.092897,0.012024,9.751497,9.751947,-0.058053,1,-7,-3,0.042725,-0.005859,0.068726
453829420,12860,-425,-10100,0.065354,-0.016117,9.755091,9.755323,-0.054677,2,-8,-1,0.103760,-0.066895,0.190796
453839147,12863,-387,-10119,0.067151,0.006635,9.743714,9.743948,-0.066052,1,-7,-1,0.042725,-0.005859,0.190796
453848776,12873,-397,-10113,0.073138,0.000648,9.747307,9.747581,-0.062420,3,-7,-4,0.164795,-0.005859,0.007690
453858416,12897,-372,-10085,0.087508,0.015617,9.764072,9.764478,-0.045523,-1,-8,-3,-0.079346,-0.066895,0.068726
453868218,12902,-369,-10106,0.090502,0.017413,9.751497,9.751932,-0.058068,1,-5,-3,0.042725,0.116211,0.068726
453877771,12885,-410,-10116,0.080323,-0.007136,9.745510,9.745844,-0.064157,-2,-7,-4,-0.140381,-0.005859,0.007690
453887661,12887,-383,-10099,0.081521,0.009030,9.755690,9.756034,-0.053967,2,-10,-3,0.103760,-0.188965,0.068726
453897387,12894,-403,-10115,0.085712,-0.002945,9.746109,9.746487,-0.063514,1,-6,-3,0.042725,0.055176,0.068726
453907016,12889,-418,-10128,0.082718,-0.011926,9.738325,9.738684,-0.071317,-1,-6,-3,-0.079346,0.055176,0.068726
453916834,12884,-391,-10133,0.079724,0.004240,9.735332,9.735659,-0.074342,0,-8,-3,-0.018311,-0.066895,0.068726
453926546,12910,-415,-10082,0.095292,-0.010130,9.765868,9.766338,-0.043662,1,-7,-2,0.042725,-0.005859,0.129761
453936272,12853,-414,-10111,0.061163,-0.009531,9.748505,9.748701,-0.061299,3,-7,-4,0.164795,-0.005859,0.007690
453945988,12876,-399,-10084,0.074934,-0.000550,9.764670,9.764957,-0.045043,2,-5,-4,0.103760,0.116211,0.007690
453955628,12878,-408,-10143,0.076132,-0.005939,9.729343,9.729643,-0.080358,3,-8,-3,0.164795,-0.066895,0.068726
453965353,12886,-384,-10068,0.080922,0.008432,9.774250,9.774589,-0.035412,2,-7,-2,0.103760,-0.005859,0.129761
453974984,12900,-387,-10081,0.089304,0.006635,9.766466,9.766876,-0.043124,3,-6,-3,0.164795,0.055176,0.068726
453984526,12881,-407,-10120,0.077928,-0.005340,9.743115,9.743428,-0.066572,2,-8,-3,0.103760,-0.066895,0.068726
453994253,12889,-398,-10128,0.082718,0.000049,9.738325,9.738676,-0.071324,2,-10,-2,0.103760,-0.188965,0.129761
454003968,12899,-409,-10109,0.088706,-0.006537,9.749701,9.750107,-0.059894,2,-8,-2,0.103760,-0.066895,0.129761
454013695,12872,-371,-10102,0.072539,0.016215,9.753893,9.754176,-0.055824,2,-7,-3,0.103760,-0.005859,0.068726
454023324,12883,-387,-10076,0.079125,0.006635,9.769461,9.769783,-0.040217,-1,-4,-6,-0.079346,0.177246,-0.114380
454033138,12903,-448,-10117,0.091101,-0.029889,9.744911,9.745383,-0.064617,1,-8,-4,0.042725,-0.066895,0.007690
454042853,12871,-388,-10126,0.071940,0.006037,9.739523,9.739790,-0.070210,-1,-8,-4,-0.079346,-0.066895,0.007690
454052667,12876,-409,-10122,0.074934,-0.006537,9.741918,9.742208,-0.067792,2,-6,-4,0.103760,0.055176,0.007690
454062296,12863,-420,-10096,0.067151,-0.013124,9.757485,9.757726,-0.052275,1,-11,-3,0.042725,-0.250000,0.068726
454072113,12855,-419,-10071,0.062360,-0.012525,9.772454,9.772661,-0.037339,1,-6,-2,0.042725,0.055176,0.129761
454081738,12879,-404,-10157,0.076730,-0.003543,9.720962,9.721265,-0.088736,0,-8,-3,-0.018311,-0.066895,0.068726
454091553,12847,-395,-10081,0.057570,0.001845,9.766466,9.766636,-0.043365,2,-6,-5,0.103760,0.055176,-0.053345
454101181,12912,-407,-10097,0.096489,-0.005340,9.756886,9.757365,-0.052635,0,-8,-3,-0.018311,-0.066895,0.068726
454110994,12878,-395,-10114,0.076132,0.001845,9.746708,9.747005,-0.062995,1,-10,-5,0.042725,-0.188965,-0.053345
454120797,12856,-393,-10099,0.062959,0.003043,9.755690,9.755893,-0.054108,2,-5,-3,0.103760,0.116211,0.068726
454130359,12890,-415,-10138,0.083317,-0.010130,9.732338,9.732699,-0.077301,2,-9,-6,0.103760,-0.127930,-0.114380
454140153,12902,-402,-10144,0.090502,-0.002346,9.728745,9.729167,-0.080833,2,-10,-3,0.103760,-0.188965,0.068726
454149966,12859,-439,-10099,0.064755,-0.024500,9.755690,9.755935,-0.054066,1,-7,-3,0.042725,-0.005859,0.068726
454159682,12872,-399,-10116,0.072539,-0.000550,9.745510,9.745780,-0.064220,1,-7,-4,0.042725,-0.005859,0.007690
454169409,12885,-412,-10101,0.080323,-0.008334,9.754492,9.754826,-0.055175,2,-7,-3,0.103760,-0.005859,0.068726
454179124,12871,-389,-10096,0.071940,0.005438,9.757485,9.757751,-0.052249,1,-9,0,0.042725,-0.127930,0.251831
454188678,12875,-417,-10110,0.074336,-0.011327,9.749104,9.749393,-0.060607,3,-9,-2,0.164795,-0.127930,0.129761
454198394,12920,-402,-10143,0.101279,-0.002346,9.729343,9.729871,-0.080130,-2,-9,-3,-0.140381,-0.127930,0.068726
454208294,12887,-393,-10084,0.081521,0.003043,9.764670,9.765011,-0.044990,1,-9,-3,0.042725,-0.127930,0.068726
454217923,12895,-391,-10109,0.086310,0.004240,9.749701,9.750085,-0.059916,-1,-9,-3,-0.079346,-0.127930,0.068726
454227736,12844,-390,-10082,0.055774,0.004839,9.765868,9.766029,-0.043971,2,-5,-1,0.103760,0.116211,0.190796
454237278,12879,-383,-10071,0.076730,0.009030,9.772454,9.772759,-0.037241,2,-6,-4,0.103760,0.055176,0.007690
454246834,12909,-387,-10105,0.094693,0.006635,9.752096,9.752558,-0.057443,-1,-6,-4,-0.079346,0.055176,0.007690
454256548,12881,-411,-10094,0.077928,-0.007735,9.758683,9.758997,-0.051003,0,-9,-3,-0.018311,-0.127930,0.068726
454266361,12892,-429,-10107,0.084514,-0.018512,9.750899,9.751284,-0.058717,1,-10,-4,0.042725,-0.188965,0.007690
454276163,12898,-393,-10093,0.088107,0.003043,9.759281,9.759680,-0.050321,0,-7,-4,-0.018311,-0.005859,0.007690
454285890,12869,-380,-10096,0.070743,0.010827,9.757485,9.757748,-0.052253,0,-9,-3,-0.018311,-0.127930,0.068726
454295610,12852,-388,-10129,0.060564,0.006037,9.737726,9.737917,-0.072083,0,-8,-2,-0.018311,-0.066895,0.129761
454305333,12879,-395,-10098,0.076730,0.001845,9.756289,9.756590,-0.053411,1,-8,-3,0.042725,-0.066895,0.068726
454314961,12900,-374,-10104,0.089304,0.014419,9.752695,9.753115,-0.056886,3,-8,-2,0.164795,-0.066895,0.129761
454324605,12875,-376,-10116,0.074336,0.013222,9.745510,9.745803,-0.064198,0,-6,-2,-0.018311,0.055176,0.129761
454334230,12899,-361,-10122,0.088706,0.022203,9.741918,9.742347,-0.067654,1,-6,-3,0.042725,0.055176,0.068726
454343784,12870,-409,-10112,0.071342,-0.006537,9.747906,9.748169,-0.061831,1,-8,-4,0.042725,-0.066895,0.007690
454353499,12888,-419,-10115,0.082119,-0.012525,9.746109,9.746463,-0.063538,5,-7,-1,0.286865,-0.005859,0.190796
454363226,12862,-406,-10128,0.066552,-0.004741,9.738325,9.738553,-0.071447,0,-7,-4,-0.018311,-0.005859,0.007690
454373029,12892,-387,-10102,0.084514,0.006635,9.753893,9.754261,-0.055739,4,-9,-1,0.225830,-0.127930,0.190796
454382669,12872,-439,-10126,0.072539,-0.024500,9.739523,9.739823,-0.070177,-1,-8,-4,-0.079346,-0.066895,0.007690
454392558,12909,-374,-10112,0.094693,0.014419,9.747906,9.748377,-0.061624,-1,-6,-5,-0.079346,0.055176,-0.053345
454402372,12892,-365,-10133,0.084514,0.019808,9.735332,9.735719,-0.074282,1,-6,-2,0.042725,0.055176,0.129761
454411914,12894,-398,-10130,0.085712,0.000049,9.737127,9.737504,-0.072496,1,-8,-2,0.042725,-0.066895,0.129761
454421554,12929,-387,-10111,0.106668,0.006635,9.748505,9.749090,-0.060910,-2,-5,-4,-0.140381,0.116211,0.007690
454431269,12838,-409,-10111,0.052182,-0.006537,9.748505,9.748647,-0.061354,0,-8,-4,-0.018311,-0.066895,0.007690
454441091,12887,-385,-10110,0.081521,0.007833,9.749104,9.749448,-0.060553,-1,-8,-5,-0.079346,-0.066895,-0.053345
454450972,12886,-389,-10099,0.080922,0.005438,9.755690,9.756026,-0.053974,2,-8,-5,0.103760,-0.066895,-0.053345
454460699,12879,-388,-10107,0.076730,0.006037,9.750899,9.751203,-0.058798,2,-5,-5,0.103760,0.116211,-0.053345
454470328,12872,-430,-10068,0.072539,-0.019111,9.774250,9.774538,-0.035462,1,-8,-4,0.042725,-0.066895,0.007690
454480055,12914,-398,-10129,0.097687,0.000049,9.737726,9.738216,-0.071784,2,-9,-4,0.103760,-0.127930,0.007690
454489684,12900,-348,-10060,0.089304,0.029987,9.779041,9.779495,-0.030505,1,-7,-4,0.042725,-0.005859,0.007690
454499324,12867,-419,-10111,0.069545,-0.012525,9.748505,9.748760,-0.061240,-1,-7,-2,-0.079346,-0.005859,0.129761
454509213,12893,-387,-10088,0.085113,0.006635,9.762276,9.762649,-0.047352,2,-11,-6,0.103760,-0.250000,-0.114380
454519026,12895,-405,-10087,0.086310,-0.004142,9.762875,9.763257,-0.046743,1,-8,-4,0.042725,-0.066895,0.007690
454528742,12852,-401,-10125,0.060564,-0.001747,9.740122,9.740310,-0.069691,0,-6,-3,-0.018311,0.055176,0.068726
454538469,12888,-401,-10113,0.082119,-0.001747,9.747307,9.747653,-0.062347,1,-7,-3,0.042725,-0.005859,0.068726
454548185,12885,-441,-10098,0.080323,-0.025697,9.756289,9.756653,-0.053348,1,-8,-2,0.042725,-0.066895,0.129761
454557912,12881,-418,-10125,0.077928,-0.011926,9.740122,9.740441,-0.069559,1,-6,-4,0.042725,0.055176,0.007690
454567541,12888,-425,-10075,0.082119,-0.016117,9.770060,9.770418,-0.039582,0,-9,-1,-0.018311,-0.127930,0.190796
454577359,12855,-392,-10067,0.062360,0.003642,9.774849,9.775048,-0.034952,2,-8,-6,0.103760,-0.066895,-0.114380
454587077,12933,-389,-10144,0.109063,0.005438,9.728745,9.729359,-0.080642,1,-9,-4,0.042725,-0.127930,0.007690
454596710,12892,-381,-10130,0.084514,0.010228,9.737127,9.737499,-0.072501,1,-8,0,0.042725,-0.066895,0.251831
454606252,12886,-431,-10086,0.080922,-0.019710,9.763474,9.763828,-0.046172,2,-11,-3,0.103760,-0.250000,0.068726
454616074,12877,-405,-10106,0.075533,-0.004142,9.751497,9.751791,-0.058209,-2,-5,-5,-0.140381,0.116211,-0.053345
454625955,12834,-390,-10095,0.049787,0.004839,9.758084,9.758212,-0.051788,0,-7,-3,-0.018311,-0.005859,0.068726
454635682,12920,-395,-10089,0.101279,0.001845,9.761677,9.762202,-0.047798,2,-9,-5,0.103760,-0.127930,-0.053345
454645397,12874,-388,-10133,0.073737,0.006037,9.735332,9.735613,-0.074388,0,-6,-3,-0.018311,0.055176,0.068726
454655037,12899,-371,-10083,0.088706,0.016215,9.765269,9.765685,-0.044315,1,-8,-3,0.042725,-0.066895,0.068726
454664666,12856,-397,-10121,0.062959,0.000648,9.742517,9.742720,-0.067281,2,-8,-2,0.103760,-0.066895,0.129761
454674306,12875,-394,-10120,0.074336,0.002444,9.743115,9.743400,-0.066601,1,-7,-4,0.042725,-0.005859,0.007690
454683935,12888,-402,-10105,0.082119,-0.002346,9.752096,9.752442,-0.057558,1,-9,-2,0.042725,-0.127930,0.129761
454693662,12882,-361,-10066,0.078526,0.022203,9.775448,9.775788,-0.034212,1,-4,-4,0.042725,0.177246,0.007690
454703204,12850,-411,-10116,0.059367,-0.007735,9.745510,9.745694,-0.064306,2,-6,-6,0.103760,0.055176,-0.114380
454712931,12861,-412,-10089,0.065953,-0.008334,9.761677,9.761903,-0.048098,2,-6,-3,0.103760,0.055176,0.068726
454722560,12901,-393,-10121,0.089903,0.003043,9.742517,9.742931,-0.067069,0,-6,-3,-0.018311,0.055176,0.068726
454732200,12893,-408,-10119,0.085113,-0.005939,9.743714,9.744088,-0.065912,3,-11,-2,0.164795,-0.250000,0.129761
454742002,12877,-404,-10094,0.075533,-0.003543,9.758683,9.758976,-0.051024,0,-9,-6,-0.018311,-0.127930,-0.114380
454751902,12906,-421,-10143,0.092897,-0.013722,9.729343,9.729796,-0.080204,3,-9,-1,0.164795,-0.127930,0.190796
454761618,12880,-382,-10065,0.077329,0.009629,9.776047,9.776358,-0.033643,1,-6,-4,0.042725,0.055176,0.007690
454771172,12893,-381,-10131,0.085113,0.010228,9.736528,9.736906,-0.073094,3,-5,-4,0.164795,0.116211,0.007690
454780714,12882,-413,-10086,0.078526,-0.008932,9.763474,9.763794,-0.046206,0,-5,-2,-0.018311,0.116211,0.129761
454790441,12878,-377,-10110,0.076132,0.012623,9.749104,9.749409,-0.060592,0,-11,-3,-0.018311,-0.250000,0.068726
454800243,12878,-419,-10093,0.076132,-0.012525,9.759281,9.759586,-0.050414,3,-9,-1,0.164795,-0.127930,0.190796
454809970,12862,-430,-10086,0.066552,-0.019111,9.763474,9.763719,-0.046282,2,-7,-3,0.103760,-0.005859,0.068726
454819686,12907,-388,-10145,0.093495,0.006037,9.728147,9.728598,-0.081403,2,-7,-5,0.103760,-0.005859,-0.053345
454829412,12888,-400,-10094,0.082119,-0.001148,9.758683,9.759028,-0.050972,3,-8,-2,0.164795,-0.066895,0.129761
454839128,12855,-369,-10143,0.062360,0.017413,9.729343,9.729559,-0.080441,0,-9,-2,-0.018311,-0.127930,0.129761
454848855,12889,-416,-10093,0.082718,-0.010729,9.759281,9.759638,-0.050363,3,-7,-5,0.164795,-0.005859,-0.053345
454858657,12901,-385,-10086,0.089903,0.007833,9.763474,9.763890,-0.046110,2,-6,-5,0.103760,0.055176,-0.053345
454868297,12902,-409,-10127,0.090502,-0.006537,9.738924,9.739347,-0.070654,1,-9,-3,0.042725,-0.127930,0.068726
454878013,12863,-419,-10120,0.067151,-0.012525,9.743115,9.743355,-0.066646,2,-5,-3,0.103760,0.116211,0.068726
454887653,12879,-401,-10142,0.076730,-0.001747,9.729942,9.730245,-0.079756,0,-6,-3,-0.018311,0.055176,0.068726
454897369,12889,-399,-10119,0.082718,-0.000550,9.743714,9.744065,-0.065935,5,-5,-3,0.286865,0.116211,0.068726
454907008,12877,-419,-10117,0.075533,-0.012525,9.744911,9.745212,-0.064789,2,-10,-3,0.103760,-0.188965,0.068726
454916818,12923,-400,-10092,0.103076,-0.001148,9.759880,9.760425,-0.049576,2,-6,-4,0.103760,0.055176,0.007690
454926451,12852,-414,-10096,0.060564,-0.009531,9.757485,9.757678,-0.052322,2,-7,-5,0.103760,-0.005859,-0.053345
454936253,12898,-405,-10075,0.088107,-0.004142,9.770060,9.770458,-0.039542,0,-8,-3,-0.018311,-0.066895,0.068726
454946075,12858,-415,-10135,0.064157,-0.010130,9.734135,9.734351,-0.075649,1,-8,-4,0.042725,-0.066895,0.007690
454955783,12927,-412,-10110,0.105471,-0.008334,9.749104,9.749678,-0.060323,2,-5,-4,0.103760,0.116211,0.007690
454965423,12868,-434,-10126,0.070144,-0.021506,9.739523,9.739799,-0.070201,-2,-8,-6,-0.140381,-0.066895,-0.114380
454975399,12875,-409,-10145,0.074336,-0.006537,9.728147,9.728433,-0.081568,-1,-6,-4,-0.079346,0.055176,0.007690
454985213,12898,-389,-10099,0.088107,0.005438,9.755690,9.756088,-0.053912,1,-6,-3,0.042725,0.055176,0.068726
454994755,12865,-402,-10068,0.068348,-0.002346,9.774250,9.774489,-0.035511,1,-7,-7,0.042725,-0.005859,-0.175415
455004569,12881,-382,-10101,0.077928,0.009629,9.754492,9.754807,-0.055193,0,-7,-5,-0.018311,-0.005859,-0.053345
455014371,12894,-388,-10130,0.085712,0.006037,9.737127,9.737507,-0.072494,2,-7,-4,0.103760,-0.005859,0.007690
455024011,12885,-410,-10115,0.080323,-0.007136,9.746109,9.746443,-0.063558,0,-10,-3,-0.018311,-0.188965,0.068726
455033900,12876,-438,-10104,0.074934,-0.023901,9.752695,9.753012,-0.056989,0,-8,-3,-0.018311,-0.066895,0.068726
455043714,12895,-411,-10108,0.086310,-0.007735,9.750300,9.750686,-0.059315,3,-11,-5,0.164795,-0.250000,-0.053345
455053603,12901,-407,-10119,0.089903,-0.005340,9.743714,9.744131,-0.065869,3,-5,-6,0.164795,0.116211,-0.114380
